,class,problem,code,answer,Unnamed: 0,Unnamed: 0.1
2416,4,18과 26의 최소공배수를 구하여 보세요.,"import math

a = 18
b = 26
y = a * b // math.gcd(a, b)
print(y)",234,,
624,8,밑변의 길이가 10.2미터이고 높이가 밑변의 길이의 1.4배인 평행사변형 모양의 밭의 넓이는 몇 제곱미터입니까?,"a = 10.2
b = 1.4
c = a * b
y = a * c
print(y)",145.65599999999998,,
2748,8,반지름의 길이가 17cm인 원이 있습니다. 이 원의 넓이는 몇 cm²인가요?,"import math

a = 17
b = math.pi
y = (a ** 2) * b
print(y)",907.9202768874502,,
1885,1,"빨간색 빨대는 9개씩 5묶음, 초록색 빨대는 7개씩 3묶음있다면, 두 빨대의 개수의 차이는 얼마입니까?","a = 9
b = 5
c = 7
d = 3
y = abs((a * b) - (c * d))
print(y)",24,,
310,1,주스 5.7L를 윤정이네 반 학생들이 나누어 마셨더니 3.2L가 남았습니다. 윤정이네 반 학생들이 마신 주스의 양은 몇 L일까요?,"a = 5.7
b = 3.2
y = a - b
print(y)",2.5,,
2516,4,"A는 4850 × □ = 48.5, B는 69 × □ = 6.9, C는 815 × □ = 0.815입니다. □안에 들어갈 수 중 가장 큰 것을 찾고 얼마인지 구해보시오.","a = 485 / 4850
b = 6.9 / 69
c = 0.815 / 815
y = max(a, b, c)
print(y)",0.1,,
1936,8,"가로가 7센티미터, 세로가 10센티미터인 직사각형이 있습니다. 이 직사각형의 둘레를 구하세요.","a = 7
b = 10
y = 2 * (a + b)
print(y)",34,,
2383,8,민수는 과학 실험에 사용하기 위해 한 변의 길이가 22센티미터인 정사각형 모양의 거름종이를 반으로 접어 접힌 선을 따라 잘랐습니다. 자른 모양 1개의 둘레는 몇 센티미터일까요?,"a = 22
y = 2 * (a + a / 2)
print(y)",66.0,,
1831,1,윤정이네 학교 5학년은 한 반에 50명씩 4개 반이 있습니다. 5학년 학생들이 8모둠으로 똑같이 나누어 체험학습을 가려고 합니다. 한 모둠은 몇 명씩으로 해야 하는지 구해 보시오.,"a = 50
b = 4
c = 8
y = a * b // c
print(y)",25,,
502,4,"6장의 숫자 카드 0, 9, 5, 6, 7, 1을 한 번씩 사용하여 가장 큰 여섯 자리 수를 만들고 그 수를 써보세요.","from itertools import permutations

a = ['0', '9', '5', '6', '7', '1']
y = max(list(map(''.join, permutations(a, 6))))
print(y)",976510,,
2576,1,KTX 열차에 650명이 타고 있었는데 대전역에서 192명이 내렸고 232명이 탔습니다. 대전역을 출발할 때 KTX 열차에 타고 있는 사람은 몇 명인지 계산해보시오.,"a = 650
b = 192
c = 232
y = a - b + c
print(y)",690,,
2640,1,석현이는 쿠키 여러 개를 가지고 있습니다. 이 중에서 민석이에게 18개를 주고 병재에게 18개를 주었더니 18개가 남았습니다. 석현이가 원래 가지고 있던 쿠키는 몇 개일까요?,"a = 18
b = 18
c = 18
y = c + b + a
print(y)",54,,
1530,8,반지름이 6cm인 원 모양의 굴렁쇠가 돌아서 앞으로 432cm만큼 갔습니다. 바퀴가 몇 바퀴 돌았는지 구해 보세요. 원주율은 3으로 계산합니다.,"a = 6
b = 432
c = 3
y = b / (2 * a * c)
print(y)",12.0,,
1554,6,어떤 수에 37를 곱해야 하는데 실수로 73를 더했더니 93이 되었습니다. 바르게 계산하면 얼마입니까?,"a = 37
b = 73
c = 93
y = (c - b) * a 
print(y)",740,,
2349,8,한 변의 길이가 9cm인 정삼각형이 있습니다. 이 정삼각형의 둘레는 몇 cm입니까?,"a = 9
b = 3
y = a * b
print(y)",27,,
1350,7,"우유를 흥민이는 8/25L 마셨고, 민재는 0.54L 마셨습니다. 누가 더 우유를 많이 마셨을까요?","a = 8/25
b = 0.54
dicts = {'흥민': a, '민재': b}
y = max(dicts, key=dicts.get)
print(y)",민재,,
923,1,딸기 90개를 5명에게 똑같이 나누어 주려고 합니다. 한명에게 몇 개씩 줄 수 있을까요?,"a = 90
b = 5
y = a // b
print(y)",18,,
1162,1,"계수네 모둠은 여학생이 5명, 남학생이 8명입니다. 계수네 모둠은 모두 몇 명일까요?","a = 5
b = 8
y = a + b
print(y)",13,,
133,4,"숫자 909990 중에서, 숫자 0은 모두 몇 개인지 구하시오.","a = str(909990)
y = a.count('0')
print(y)",2,,
186,8,원 모양의 돌림판을 10바퀴를 굴렸더니 움직인 거리가 628센티미터 였습니다. 돌림판의 반지름은 몇 센티미터 입니까? 원주율은 3.14로 계산합니다.,"a = 2
b = 3.14
c = 10
d = 628
y = d / (a * b * c)
print(y)",10.0,,
1074,1,"파란색 구슬이 한 봉지에 46개씩 3봉지 있고 보라색 구슬이 한 봉지에 42개씩 2봉지가 있다면, 구슬의 총 개수는 몇 개입니까?","a = 46
b = 3
c = 42
d = 2
y = a * b + c * d
print(y)",222,,
2500,7,"은현이가 피자 전체의 1/6을 먹고, 서주가 1/5을 먹고, 동주가 전체의 1/4을 먹었다면, 피자를 가장 많이 먹은 사람은 누구입니까?","a = 1 / 6
b = 1 / 5
c = 1 / 4
dicts = {'은현': a, '서주': b, '동주': c}
y = max(dicts, key=dicts.get)
print(y)",동주,,
318,1,"철사를 현지는 123cm사용하였고, 재석이는 현지보다 333cm 더 사용하였다면, 재석이가 사용한 철사는 몇 cm일까요?","a = 123
b = 333
y = a + b
print(y)",456,,
719,1,31일 동안 어느 박물관 방문자 수는 모두 1364명이었습니다. 31일동안 평균적으로 하루에 방문한 방문자는 몇 명일까요?,"a = 31
b = 1364
y = b / a
print(y)",44.0,,
1488,6,6은 어떤 수 의 1/5입니다. 어떤 수의 1/2은 얼마인지 구해 보시오.,"a = 6
b = 1 / 5
c = 1 / 2 
y = a * c / b
print(y)",15.0,,
2566,1,"어머니의 키는 1 m 52 cm이고, 아버지의 키는 어머니보다 30cm 더 클때, 아버지의 키는 몇 cm 인지 구하세요.","a = (1 * 100) + 52
b = 30
y = a + b
print(y)",182,,
183,7,용선이는 케이크를 똑같이 10 조각으로 잘랐습니다. 어제는 전체의 0.4 만큼 먹었고 오늘은 남은 양의 0.6 만큼 먹었습니다. 용선이는 어제와 오늘 중 언제 더 적은 양의 케이크를 먹었을까요?,"a = 10
b = 0.4
c = 0.6
dicts = {'어제': a * b, '오늘': a * b * c}
y = min(dicts, key=dicts.get)
print(y)",오늘,,
1017,3,"숫자 카드 2, 4, 6, 8가 있습니다. 이를 한 번씩만 사용하여 2개의 두 자리 수를 만들었을 때, 두 수의 가장 큰 곱을 구하세요.","from itertools import permutations

a = ['2', '4', '6', '8']
b = list(map(''.join, permutations(a)))
c = []
for i in b:
    d = int(i[:2])
    e = int(i[2:])
    c.append(d * e)
y = max(c)
print(y)",5248,,
1845,8,"가로가 16cm, 세로가 18cm인 직사각형이 있습니다. 이 직사각형을 한 변이 2cm인 정사각형 모양으로 나눈다면 정사각형 몇 개로 나누어 집니까?","a = 16
b = 18
c = 2
y = (a // c) * (b // c)
print(y)",72,,
178,1,명수는 시골 할머니 댁에서 포도를 55개 가져왔습니다. 다섯 집이 똑같이 나누어 먹으려고 합니다. 한 집에서 몇 개 씩 먹게 됩니까?,"a = 55
b = 5
y = a // b
print(y)",11,,
588,8,한 변의 길이가 6센티미터인 정사각형이 있습니다. 가로의 길이가 5센티미터인 직사각형의 둘레와 정사각형의 둘레는 같습니다. 직사각형의 세로의 길이는 몇 센티미터 입니까?,"a = 6
b = 4
c = 5
d = a * b
y = (d - c * 2) / 2
print(y)",7.0,,
1086,1,빵 93개가 있습니다. 이 빵들을 학생 31명에게 똑같이 나누어 주려면 한 사람에게 몇 개씩 주면 됩니까?,"a = 93
b = 31
y = a // b
print(y)",3,,
2372,8,"넓이가 65cm인 원의 반지름의 길이가 다섯 배를 한다면, 늘린 원의 둘레는 몇 cm인가요?","import math

a = 65
b = 5
c = math.pi
y = (((a / c) ** 0.5) * b * c * 2) 
print(y)",142.89979792964598,,
2414,4,"5개의 수 1.5, 2/10, 1.6, 0.7, 53/25 중에서 1.4보다 큰 수는 모두 몇 개입니까?","a = [1.5, 2/10, 1.6, 0.7, 53/25]
b = 1.4
y = 0
for i in a:
    if i > b:
        y += 1
print(y)",3,,
779,8,한 모서리의 길이가 17센티미터인 정육면체가 있습니다. 이 정육면체의 모든 모서리의 길이의 합은 몇 센티미터입니까?,"a = 17
y = a * 12
print(y)",204,,
1515,8,한 변이 18 센티미터인 정사각형 모양의 색종이의 둘레를 구하시오.,"a = 18
b = 4
y = a * b
print(y)",72,,
95,8,밑변의 길이가 6cm이고 넓이가 42cm²인 평행사변형의 높이는 몇 cm일까요?,"a = 6
b = 42
y = b / a
print(y)",7.0,,
703,5,용돈을 언니와 연수가 4:3로 나누어 가졌더니 효주가 30000원을 가졌습니다. 처음에 있던 용돈은 총 얼마입니까?,"a = 4
b = 3
c = 30000
y = (a * c // b) + c 
print(y)",70000,,
2436,1,은정이는 붙임딱지를 한 상자에 300장씩 넣어서 5상자 모았습니다. 붙임딱지를 2000장 모으려면 몇 장이 더 필요한지 구하시오.,"a = 300
b = 5
c = 2000
y = c - (a * b)
print(y)",500,,
1768,6,어떤 수에 8을 나누었더니 10으로 나누어 떨어졌습니다. 어떤 수를 4으로 나눈 몫은 얼마인지 구하시오.,"a = 8
b = 10
c = 4
y = a * b // c
print(y)",20,,
344,4,"5장의 숫자 카드 1,2,3,4,5 중에서, 2장을 뽑아 한 번씩만 사용하여 두 자리 수를 만들 때, 9로도 똑같이 나누어지고 5로도 똑같이 나누어지는 수를 구하시오.","from itertools import permutations
a = ['1', '2', '3', '4', '5']
b = 2
c = list(map(int, list((map(''.join, permutations(a,b))))))  
d = 9
e = 5
y = 0
for i in c :
    if (i % d == 0) and (i % e == 0):
        y = i
print(y)",45,,
2117,8,한 변의 길이가 12센티미터인 평행사변형이 있습니다. 이 평행사변형의 둘레가 80센티미터일 때 다른 한 변의 길이를 구하세요.,"a = 12
b = 80
y = b / 2 - a
print(y)",28.0,,
2744,1,85420000은 10000이 □개인 수입니다. □ 안에 들어갈 수는 몇일까요?,"a = 85420000
b = 10000
y = a // b
print(y)",8542,,
1209,5,"어떤 병에 물을 A 그릇으로 가득 채우려면 10 번, B 그릇으로 가득 채우려면 2 번 부어야 합니다. B 용기는 A 용기의 몇 배입니까?","a = 10
b = 2
y = (1/b) / (1/a)
print(y)",5.0,,
118,4,"성은이는 성준이의 집에 가기로 하였습니다. 집 근처에 도착하자 212동, 211동, 207동 아파트가 보였습니다. 성준이는 이 중에서 가장 큰 수인 동에 산다고 하였다면, 성준이가 사는 동은 몇 동 일까요?","a = [212, 211, 207]
y = max(a)
print(y)",212,,
2604,3,"4장의 수 카드 2, 3, 8, 9가 있습니다. 카드를 한 번씩 모두 사용하여 만들 수 있는 가장 큰 네 자리 수를 구하시오","from itertools import permutations

a = ['2', '3', '8', '9']
y = int(max(map(''.join, permutations(a, 4))))
print(y)",9832,,
253,8,"가로의 길이가 13cm, 세로의 길이가 15cm인 직사각형이 있습니다. 이 직사각형의 둘레는 몇 cm인지 구하세요.","a = 13
b = 15
y = (a + b) * 2
print(y)",56,,
10,1,진호가 가진 줄자의 길이는 6m 15 cm 이고 두은이가 가진 줄자의 길이는 0.25 m입니다. 진호와 두은이가 가진  줄자의 길이 합은 몇 cm인지 구해 보세요.,"a = (6 * 100) + 15
b = (0.25 * 100)
y = a + b
print(y)",640.0,,
1367,8,정오각형의 한 변의 길이가 30센티미터입니다. 정오각형과 둘레가 같은 정육각형의 한 변의 길이는 몇 센티미터인가요?,"a = 5
b = 6
c = 30
y = c * a / b
print(y)",25.0,,
873,1,윤지네 반의 학급 문고는 모두 200권이고 그중에서 32권이 과학책입니다. 과학책 수와 전체 학급 문고 수의 비율을 구해보고 소수로 나타내보세오.,"a = 200
b = 32
y = b / a
print(y)",0.16,,
2441,8,네 변의 길이의 합이 88미터인 직사각형 모양의 이 땅의 가로가 12미터이면 세로는 몇 미터입니까?,"a = 88
b = 2
c = 12
y = a / b - c
print(y)",32.0,,
1122,1,"경원이는 왼쪽에서 5번째 열, 오른쪽에서 12번째 열, 앞에서 4번째 줄, 뒤에서 13번째 줄에 서서 줄넘기를 하고 있습니다. 각 줄마다 서 있는 학생의 수가 같다고 할 때, 전체 학생은 모두 몇 명입니까?","a = 5
b = 12
c = 4
d = 13
y = (a + b - 1) * (c + d - 1)
print(y)",256,,
1897,2,"학생들이 한 줄로 서 있습니다. 금채는 앞에서 세 번째에 서 있습니다. 경원이는 맨 뒤에 서 있습니다. 금채와 경원이 사이에 20명이 서 있을 때, 줄을 서 있는 학생은 모두 몇 명입니까?","a = 3
b = 20
y = a + b + 1
print(y)",24,,
2737,1,튤립가 62송이 있습니다. 튤립을 꽃병 한 개에 6송이씩 꽂는다면 꽃병은 몇 개 필요할까요?,"from math import ceil

a = 62
b = 6
y = ceil(a / b)
print(y)",11,,
1021,8,"둘레가 같은 정십각형과 정구각형이 있습니다. 정구각형의 한 변의 길이가 10cm일 때, 정십각형의 한 변의 길이는 몇 cm인가요?","a = 10
b = 9
c = 10
y = c * b / a
print(y)",9.0,,
1896,7,"수진이는 우유를 300mL 씩 2일 동안 마셨고, 철민이는 수진이가 마신 우유의 3배보다 1000mL 더 많이 마셨습니다. 영수는 매일 1000mL 씩 12일 동안 우유를 마셨습니다. 누가 우유를 가장 많이 마셨나요?","a = 300
b = 2
c = 3
d = 1000
e = 1000
f = 12
g = a * b
h = g * c + d
i = e * f
dicts = {'수진': g, '철민': h, '영수': i}
y = max(dicts, key=dicts.get)
print(y)",영수,,
2818,1,어느 문구점에서 연필 한 자루는 400원이고 공책 한 권은 1000원입니다. 현승이는 5000원으로 연필 5자루와 공책 2권을 샀습니다. 현승이가 받을 거스름돈은 얼마인지 구해보시오.,"a = 400
b = 1000
c = 5000
d = 5
e = 2
y = c - (a * d + b * e)
print(y)",1000,,
1024,2,"학교에서 국어, 수학, 사회의 순서로 시험을 봤습니다. 세 번째로 시험을 본 과목은 무엇입니까?","a = ['국어', '수학', '사회']
b = 3
y = a[b - 1]
print(y)",사회,,
2615,5,"만수가 가지고 있는 돈으로 껌 10개를 사면 500원이 모자라고 같은 껌을 9개 사면 300원이 남는다면, 껌 한 개의 값은 얼마일까요?","a = 10
b = 500
c = 9
d = 300
y = (b + d) / (a - c)
print(y)",800.0,,
1479,1,"책장의 무게는 9kg 이고, 책의 무게는 3 kg 라면, 책장의 무게는 책의 무게의 몇 배입니까?","a = 9
b = 3
y = a / b
print(y)",3.0,,
96,1,"서준이는 우유를 매일 1.2리터씩 마신다면, 서준이가 10일 동안 마실 우유를 준비할때, 1리터짜리 우유를 적어도 몇 개 사야 합니까?","import math

a = 1.2
b = 10
c = 1
y = ceil(a * b / c)
print(y)",12,,
1524,5,"어떤 수에서 1000씩 커지도록 4번 뛰어 센 다음, 100씩 커지도록 5번 뛰어 세었더니 4513이 되었다면, 어떤 수는 얼마입니까?","a = 1000 * 4
b = 100 * 5
c = 4513
y = c - a - b
print(y)",13,,
2421,8,원의 둘레가 37.2cm 일때 원의 넓이는 몇 cm^2인지 구해 보세요. 원주율은 3.1로 계산합니다.,"a = 37.2
b = 3.1
y = ((a / b) / 2) * ((a / b) / 2) * b 
print(y)",111.60000000000001,,
1399,1,"8명씩 3줄로 학생들이 서 있습니다. 2명이 한 모둠이 되어 줄넘기를 할 때, 몇 모둠이 만들어 지는지 구해보시오.","a = 8
b = 3
c = 2
y = a * b // c
print(y)",12,,
1413,1,물 5.74L를 7개의 물통에 똑같이 나누어 담으려고 합니다. 물통 1개에 물을 몇 L 담아야 하는지 구해 소수점 둘쨰 자리까지 나타내시오.,"a = 6.82
b = 6
y = a / b
print(""{:.2f}"".format(y))",1.14,,
895,8,한변의 길이가 5센티미터인 마름모가 있습니다. 이 마름모의 둘레를 구하세요.,"a = 5
b = 4
y = a * b
print(y)",20,,
2071,4,"45, 30.5, 34, 23.1, 34, 56가 있습니다. 가장 큰 수에서 가장 작은 수를 뺀 값은 얼마일까요?","a = [45, 30.5, 34, 23.1, 34, 56]
y = max(a) - min(a)
print(y)",32.9,,
323,3,"3 장의 숫자 카드 2, 3, 4 가 있습니다. 카드를 한 번씩만 사용하여 두자리수 / 한자리수와 같은 나눗셈식중에서, 가장 작은 몫은 얼마입니까?","a = [2, 3, 4]
a.sort()
y = (10 * a[0] + a[1]) // a[2]
print(y)",5,,
470,1,연습장을 165장을 한 명당 5장씩 나누어 주려고 합니다. 모눈종이를 몇 명에게 나누어 줄 수 있을까요?,"a = 165
b = 5
y = a // b
print(y)",33,,
2675,8,"가로가 50센티미터, 세로가 60센티미터인 직사각형의 각 변의 가운데를 이어 만든 마름모의 넓이는 몇 센티미터²일까요?","a = 50
b = 60
y = a * b / 2
print(y)",1500.0,,
104,7,10 분에 14 km 를 가는 A 자동차와 15 분에 15 km를 가는 B 자동차가 있습니다. 두 자동차가 동시에 출발하여 120분 동안 쉬지 않고 동일한 속도로 움직였습니다. A 자동차와 B 자동차 중 어떤 자동차가 더 먼 거리를 이동했을까요?,"a = 10
b = 14
c = 15
d = 15
e = 120
f = e / a * b
g = e / c * d
dicts = {'A': f, 'B': g}
y = max(dicts, key=dicts.get)
print(y)",A,,
243,8,한 변의 길이가 33cm인 정사각형 모양의 액자의 둘레는 몇 cm인가요?,"a = 33
b = 4
y = a * b
print(y)",132,,
483,8,"두 변의 길이가 각각 7.12센티미터, 8.99센티미터인 평행사변형의 둘레는 몇 센티미터입니까?","a = 7.12
b = 8.99
y = a * 2 + b * 2
print(y)",32.22,,
2247,8,칠각뿔의 면의 수와 모서리 수의 합은 몇 개인가요?,"a = 7
b = a + 1
c = a * 2
y = b + c
print(y)",22,,
493,1,"초콜릿이 10개씩 12상자가 있습니다. 이 초콜릿을 9개씩 나누어 주려고 한다면, 다 나누어주고 남은 초콜릿은 몇 개입니까?","a = 10
b = 12
c = 9
y = (a * b) % c
print(y)",3,,
1513,8,"가로가 22cm, 세로가 16cm인 직사각형이 있습니다. 가로와 세로의 차는 몇cm인가요?","a = 22
b = 16
y = abs(a - b)
print(y)",6,,
753,7,"커피를 주은이는 12/18L, 경희는 6/10L 마셨습니다. 두 사람 중 누가 우유를 더 많이 마셨나요?","a = 12 / 18
b = 6 / 10
dict = {'주은': a, '경희': b}
y = max(dict, key=dict.get)
print(y)",주은,,
1506,2,"학생들이 키가 작은 순서대로 줄을 서있다. 승현이의 키는 두 번째로 작고, 동준이의 키는 네 번째로 작다. 대길이의 키는 동준이보다 작고 승현이보다 크다면 대길이는 몇 번째에 서 있을까요?","a = 2
b = 4
y = (a + b) // 2
print(y)",3,,
